audit_status,audit_reason,market,stock_code,company_name,priority_level,level1_tag,level2_tag,level3_tag,evidence_method,sector,main_business,strategic_business,industry_level_1,industry_level_2,industry_level_3,policy_review_note,tag_batch,ah_conflict,audit_source_url
C_需人工复核,未在主营/新战略业务中找到先进材料直接证据；当前主要依赖光伏辅材,cn,300842,帝科股份,4,国家重点扶持产业,第三梯队：卡脖子底座,先进材料,旧批次人工复核,公司主营业务为光伏导电银浆,光伏导电银浆、存储芯片、半导体封装浆料,,电力设备,光伏设备,光伏辅材,Codex复核：结合主营业务将候选结果调整为先进材料,PREEXISTING,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,300868,杰美特,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为智能手机保护类产品,智能手机保护类产品、平板电脑保护类产品,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“智能手机保护类产品、平板电脑保护类产品”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,终端/配套业务是否纳入该产业需按政策口径和收入占比复核，暂不直接判错,cn,300909,汇创达,4,国家重点扶持产业,第二梯队：新兴支柱产业,新型显示,主营+行业映射,公司主营业务为信号传输元器件及组件,导光结构件及组件、信号传输元器件及组件、代工业务、新能源结构组件,,电子,光学光电子,面板,2026-08-30复核：生产主营“导光结构件及组件、信号传输元器件及组件、代工业务、新能源结构组件”，行业分类“电子/光学光电子/面板”；归入新型显示,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,300916,朗特智能,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为智能控制器,智能产品、储能产品、智能控制器、智能家居及家电类、消费类电子,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“智能产品、储能产品、智能控制器、智能家居及家电类、消费类电子”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,300951,博硕科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为精密功能件,精密功能件、智能自动化装备,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“精密功能件、智能自动化装备”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,300968,格林精密,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为精密结构件,精密结构件、精密模具,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“精密结构件、精密模具”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,300976,达瑞电子,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为消费电子功能性器件,3C智能装配自动化设备、新能源结构与功能性组件、消费电子功能性器件、电子产品结构性器件,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“3C智能装配自动化设备、新能源结构与功能性组件、消费电子功能性器件、电子产品结构性器件”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,300981,中红医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为健康防护产品,健康防护产品、安全注输产品、创新孵化产品,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“健康防护产品、安全注输产品、创新孵化产品”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端装备直接证据；当前主要依赖轨交设备Ⅲ,cn,301016,雷尔伟,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端装备,主营+行业映射,公司主营业务为铝合金产品,不锈钢产品、机加工产品、电气类成品、碳钢产品、铝合金产品,,机械设备,轨交设备,轨交设备Ⅲ,2026-08-30复核：生产主营“不锈钢产品、机加工产品、电气类成品、碳钢产品、铝合金产品”，行业分类“机械设备/轨交设备/轨交设备Ⅲ”；归入高端装备,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,301033,迈普医学,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为人工硬脑（脊）膜补片,人工硬脑（脊）膜补片、可吸收再生氧化纤维素及硬脑膜医用胶、颅颌面修补及固定系统,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“人工硬脑（脊）膜补片、可吸收再生氧化纤维素及硬脑膜医用胶、颅颌面修补及固定系统”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,终端/配套业务是否纳入该产业需按政策口径和收入占比复核，暂不直接判错,cn,301045,天禄科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,新型显示,主营+行业映射,公司主营业务为导光板,导光板、台式显示器、笔记本电脑、液晶电视、灯具、平板电脑,,电子,光学光电子,面板,2026-08-30复核：生产主营“导光板、台式显示器、笔记本电脑、液晶电视、灯具、平板电脑”，行业分类“电子/光学光电子/面板”；归入新型显示,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,301051,信濠光电,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为智能手机与电脑类,户用系统、智能头显与智能穿戴类、智能手机与电脑类、汽车及智能座舱类、逆变器,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“户用系统、智能头显与智能穿戴类、智能手机与电脑类、汽车及智能座舱类、逆变器”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,301067,显盈科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为信号转换拓展类产品,信号转换拓展类产品、模具及精密结构件、电源适配器,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“信号转换拓展类产品、模具及精密结构件、电源适配器”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,301086,鸿富瀚,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为消费电子产品功能性器件,消费电子产品功能性器件、自动化设备及相关产品,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“消费电子产品功能性器件、自动化设备及相关产品”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,301087,可孚医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为康复辅具类产品,康复辅具类产品、医疗护理类产品、健康监测类产品、呼吸支持类产品,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“康复辅具类产品、医疗护理类产品、健康监测类产品、呼吸支持类产品”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,301093,华兰股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为常规胶塞,覆膜胶塞、常规胶塞,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“覆膜胶塞、常规胶塞”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,301097,天益医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为血液净化类,血液净化类、病房护理类,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“血液净化类、病房护理类”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,301122,采纳股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为注射器,注射器、穿刺针、实验室耗材,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“注射器、穿刺针、实验室耗材”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,301180,万祥科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为消费电子类产品,动力/储能类产品、消费电子类产品,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“动力/储能类产品、消费电子类产品”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,301188,力诺药包,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为耐热玻璃,耐热玻璃、药用玻璃,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“耐热玻璃、药用玻璃”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,301234,五洲医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为注射器,注射器、医用穿刺针、输液输血器,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“注射器、医用穿刺针、输液输血器”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到集成电路材料直接证据；当前主要依赖电子化学品Ⅲ,cn,301319,唯特偶,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为微电子焊接材料,微电子焊接材料、辅助焊接材料,,电子,电子化学品,电子化学品Ⅲ,2026-08-30复核：生产主营“微电子焊接材料、辅助焊接材料”，行业分类“电子/电子化学品/电子化学品Ⅲ”；归入集成电路材料,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,301326,捷邦科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为精密功能件及结构件,精密功能件及结构件、碳纳米管,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“精密功能件及结构件、碳纳米管”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,301370,国科恒泰,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为血管介入治疗类材料,口腔材料、神经外科材料、血管介入治疗类材料、非血管介入治疗类材料、骨科材料,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“口腔材料、神经外科材料、血管介入治疗类材料、非血管介入治疗类材料、骨科材料”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,301383,天键股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为耳机产品,耳机产品,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“耳机产品”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,301387,光大同创,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为功能类产品,防护类产品、功能类产品,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“防护类产品、功能类产品”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,301389,隆扬电子,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为电磁屏蔽材料,电磁屏蔽材料、绝缘材料,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“电磁屏蔽材料、绝缘材料”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到集成电路材料直接证据；当前主要依赖电子化学品Ⅲ,cn,301489,思泉新材,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为热管理材料,热管理材料、磁性材料、纳米防护材料,,电子,电子化学品,电子化学品Ⅲ,2026-08-30复核：生产主营“热管理材料、磁性材料、纳米防护材料”，行业分类“电子/电子化学品/电子化学品Ⅲ”；归入集成电路材料,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,301567,贝隆精密,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为智能手机精密结构件,智能手机精密结构件、非智能手机精密结构件,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“智能手机精密结构件、非智能手机精密结构件”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,301580,爱迪特,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为口腔修复材料,口腔修复材料、氧化锆瓷块、口腔数字化设备,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“口腔修复材料、氧化锆瓷块、口腔数字化设备”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,301626,苏州天脉,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为热管理材料及器件,热管理材料及器件,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“热管理材料及器件”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,600130,波导股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为车载中控板,车载中控板,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“车载中控板”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,600203,福日电子,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为智能终端,智能终端、LED光电、贸易类,新能源汽车零部件,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“智能终端、LED光电、贸易类”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端装备直接证据；当前主要依赖横向通用软件,cn,600288,大恒科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端装备,主营/战略文本,公司主营业务为机器视觉及信息技术,机器视觉及信息技术、光机电一体化产品、电视数字网络编辑及播放系统,智能制造装备,计算机,软件开发,横向通用软件,2026-08-30复核：生产新战略业务“智能制造装备”命中“智能制造装备”；归入高端装备,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到集成电路材料直接证据；当前主要依赖电子化学品Ⅲ,cn,600330,天通股份,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为电子材料制造及销售,专用装备制造及安装、电子材料制造及销售,新能源材料,电子,电子化学品,电子化学品Ⅲ,2026-08-30复核：生产主营“专用装备制造及安装、电子材料制造及销售”，行业分类“电子/电子化学品/电子化学品Ⅲ”；归入集成电路材料,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,600529,山东药玻,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为包装制品,分部间抵销、包装制品、服务业、桶装水、物流、贸易,中性硼硅玻璃,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“分部间抵销、包装制品、服务业、桶装水、物流、贸易”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端装备直接证据；当前主要依赖楼宇设备,cn,600835,上海机电,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端装备,主营/战略文本,公司主营业务为电梯业务,印刷包装业务、能源工程业务、液压机械业务、电梯业务、电梯设备销售,智能制造装备,机械设备,专用设备,楼宇设备,2026-08-30复核：生产新战略业务“智能制造装备”命中“智能制造装备”；归入高端装备,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,601231,环旭电子,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为通讯类产品,通讯类产品、消费电子类产品、工业类产品、云端及存储类产品、汽车电子类产品、医疗类产品,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“通讯类产品、消费电子类产品、工业类产品、云端及存储类产品、汽车电子类产品、医疗类产品”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端仪器直接证据；当前主要依赖仪器仪表,cn,603100,川仪股份,4,国家重点扶持产业,第三梯队：卡脖子底座,高端仪器,旧批次人工复核,公司主营业务为工业自动化仪表及装置,工业自动化仪表及装置、进出口业务、复合材料、电子器件,,机械设备,通用设备,仪器仪表,Codex复核：结合主营业务将候选结果调整为高端仪器,PREEXISTING,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,603205,健尔康,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为护理类,手术耗材类、护理类、消毒清洁类、高分子及辅助类,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“手术耗材类、护理类、消毒清洁类、高分子及辅助类”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
D_确认需修正,主营智能终端、高性能计算和AI服务器，当前“关键电子元器件”三级标签不准确，应改为智能终端/先进计算,cn,603296,华勤技术,3,用户常用,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为高性能计算,高性能计算、智能终端、汽车及工业产品,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“高性能计算、智能终端、汽车及工业产品”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,https://static.cninfo.com.cn/finalpage/2025-08-28/1224592196.PDF
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,603301,振德医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为手术感控,基础护理、手术感控、压力治疗与固定、造口及现代伤口护理、感控防护,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“基础护理、手术感控、压力治疗与固定、造口及现代伤口护理、感控防护”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,603309,维力医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为麻醉,麻醉、导尿、泌尿外科、护理、呼吸、血液透析,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“麻醉、导尿、泌尿外科、护理、呼吸、血液透析”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,603327,福蓉科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为消费电子铝型材,消费电子铝型材,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“消费电子铝型材”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,603341,龙旗科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为智能手机,智能手机、平板电脑、AIoT产品,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“智能手机、平板电脑、AIoT产品”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端装备直接证据；当前主要依赖轨交设备Ⅲ,cn,603500,祥和实业,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端装备,主营+行业映射,公司主营业务为轨道交通相关产品及零部件,轨道交通相关产品及零部件、电子元器件配件、高分子改性材料、无人机配套产品,,机械设备,轨交设备,轨交设备Ⅲ,2026-08-30复核：生产主营“轨道交通相关产品及零部件、电子元器件配件、高分子改性材料、无人机配套产品”，行业分类“机械设备/轨交设备/轨交设备Ⅲ”；归入高端装备,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,603626,科森科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为消费电子产品结构件,消费电子产品结构件、医疗手术器械结构件,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“消费电子产品结构件、医疗手术器械结构件”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
D_确认需修正,主营照明产品研发制造，不应归为新型显示,cn,603679,华体科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,新型显示,主营+行业映射,公司主营业务为照明产品研发制造,照明产品研发制造、工程项目安装、锂矿加工销售、锂电池销售,,电子,光学光电子,LED,2026-08-30复核：生产主营“照明产品研发制造、工程项目安装、锂矿加工销售、锂电池销售”，行业分类“电子/光学光电子/LED”；归入新型显示,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,603880,南卫股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为创可贴,创可贴、贴膏剂、敷贴、胶布胶带及绷带、急救包、防护用品,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“创可贴、贴膏剂、敷贴、胶布胶带及绷带、急救包、防护用品”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,603890,春秋电子,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为PC及智能终端结构件,PC及智能终端结构件、模具、通讯电子,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“PC及智能终端结构件、模具、通讯电子”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,603976,正川股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为硼硅玻璃管制瓶,硼硅玻璃管制瓶、钠钙玻璃管制瓶、瓶盖,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“硼硅玻璃管制瓶、钠钙玻璃管制瓶、瓶盖”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,603987,康德莱,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为穿刺护理类,标本采集类、穿刺护理类、穿刺介入类、医美类,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“标本采集类、穿刺护理类、穿刺介入类、医美类”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,605277,新亚电子,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为消费电子及工业控制线材,消费电子及工业控制线材、通信线缆及数据线材、新能源系列线缆及组件、汽车线缆,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“消费电子及工业控制线材、通信线缆及数据线材、新能源系列线缆及组件、汽车线缆”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,605369,拱东医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为医疗检测类,医疗检测类、血液收集类、采集类、医用护理类、药品包装类,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“医疗检测类、血液收集类、采集类、医用护理类、药品包装类”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688013,天臣医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为腔镜吻合器类,腔镜吻合器类、管型吻合器类、线型切割吻合器类、荷包吻合器类、线型缝合吻合器类,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“腔镜吻合器类、管型吻合器类、线型切割吻合器类、荷包吻合器类、线型缝合吻合器类”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688016,心脉医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为主动脉支架类,主动脉支架类,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“主动脉支架类”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
